TRFO 1044-4044 1044 4044 1044 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0106 1 ;

TRFO 1044-4044-2 1044 4044 1044 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0106 1 ;

TRFO 1045-4045 1045 4045 1045 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0146 1 ;

TRFO 1045-4045-2 1045 4045 1045 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0146 1 ;

TRFO 11-1011 11 1011 11 0. 10. 0. 106.0000 400. 88. 120. 33 0.01 1. 1 ;

TRFO 12-1012 12 1012 12 0. 10. 0. 106.0000 600. 88. 120. 33 0.01 1. 1 ;

TRFO 13-1013 13 1013 13 0. 10. 0. 104.0000 200. 88. 120. 33 0.01 1. 1 ;

TRFO 22-1022 22 1022 22 0. 10. 0. 108.0000 560. 88. 120. 33 0.01 1. 1 ;

TRFO 1-1041 1 1041 1 0. 10. 0. 100.0000 1200. 88. 120. 33 0.01 1. 1 ;

TRFO 2-1042 2 1042 2 0. 10. 0. 100.0000 600. 88. 120. 33 0.01 1. 1 ;

TRFO 3-1043 3 1043 3 0. 10. 0. 101.0000 460. 88. 120. 33 0.01 1. 1 ;

TRFO 4-1044 4 1044 4 0. 10. 0. 99.00000 1600. 88. 120. 33 0.01 1. 1 ;

TRFO 5-1045 5 1045 5 0. 10. 0. 99.00000 1400. 88. 120. 33 0.01 1. 1 ;

TRFO 31-2031 31 2031 31 0. 10. 0. 107.0000 200. 88. 120. 33 0.01 1. 1 ;

TRFO 32-2032 32 2032 32 0. 10. 0. 107.0000 400. 88. 120. 33 0.01 1. 1 ;

TRFO 41-4041 41 4041 41 0. 10. 0. 109.0000 1080. 88. 120. 33 0.01 1. 1 ;

TRFO 42-4042 42 4042 42 0. 10. 0. 108.0000 800. 88. 120. 33 0.01 1. 1 ;

TRFO 43-4043 43 4043 43 0. 10. 0. 107.0000 1800. 88. 120. 33 0.01 1. 1 ;

TRFO 46-4046 46 4046 46 0. 10. 0. 106.0000 1400. 88. 120. 33 0.01 1. 1 ;

TRFO 47-4047 47 4047 47 0. 10. 0. 106.0000 200. 88. 120. 33 0.01 1. 1 ;

TRFO 51-4051 51 4051 51 0. 10. 0. 108.0000 1600. 88. 120. 33 0.01 1. 1 ;

TRFO 61-4061 61 4061 61 0. 10. 0. 105.0000 1000. 88. 120. 33 0.01 1. 1 ;

TRFO 62-4062 62 4062 62 0. 10. 0. 105.0000 600. 88. 120. 33 0.01 1. 1 ;

TRFO 63-4063 63 4063 63 0. 10. 0. 103.0000 1180. 88. 120. 33 0.01 1. 1 ;

TRFO 71-4071 71 4071 71 0. 10. 0. 103.0000 600. 88. 120. 33 0.01 1. 1 ;

TRFO 72-4072 72 4072 72 0. 10. 0. 105.0000 4000. 88. 120. 33 0.01 1. 1 ;

LFRESV g1 1.068400 0.2881878 ;

LFRESV g2 1.056500 0.3353291 ;

LFRESV g3 1.059500 0.4238786 ;

LFRESV g4 1.033900 0.4550851 ;

LFRESV g5 1.029400 0.1097802 ;

LFRESV g6 1.008400 -0.4797781 ;

LFRESV g7 1.014100 -0.6444733 ;

LFRESV g8 1.049800 0.1265556 ;

LFRESV g9 0.9988000 0.2202026 ;

LFRESV g10 1.015700 0.2603811 ;

LFRESV g11 1.021100 -9.9134214E-02 ;

LFRESV g12 1.020000 -0.1277955 ;

LFRESV g13 1.017000 -0.4500702 ;

LFRESV g14 1.045400 -0.3590131 ;

LFRESV g15 1.045500 -0.3787049 ;

LFRESV g15b 1.045500 -0.3787049 ;

LFRESV g16 1.053100 -0.4257147 ;

LFRESV g16b 1.053100 -0.4257147 ;

LFRESV g17 1.009200 -0.2799141 ;

LFRESV g18 1.030700 -0.2179754 ;

LFRESV g18b 1.030700 -0.2179754 ;

LFRESV g19 1.030000 0.1082116 ;

LFRESV g20 1.018500 0. ;

LFRESV 1011 1.083254 0.1339133 ;

LFRESV 1012 1.075716 0.1901447 ;

LFRESV 1013 1.062564 0.2684700 ;

LFRESV 1014 1.066458 0.3193820 ;

LFRESV 1021 1.040773 0.3620188 ;

LFRESV 1022 1.097264 -2.0039245E-03 ;

LFRESV 1041 1.010573 -0.8613113 ;

LFRESV 1042 1.013806 -0.6188812 ;

LFRESV 1043 1.026605 -0.7810541 ;

LFRESV 1044 1.005706 -0.6329807 ;

LFRESV 1045 1.013126 -0.6592475 ;

LFRESV 2031 1.078068 -0.2088359 ;

LFRESV 2032 1.085027 4.2463429E-03 ;

LFRESV 4011 1.045477 0.1192011 ;

LFRESV 4012 1.041320 0.1484632 ;

LFRESV 4021 1.108429 -0.2153597 ;

LFRESV 4022 1.047645 -3.0898405E-02 ;

LFRESV 4031 1.094912 -0.2530318 ;

LFRESV 4032 1.110615 -0.3198974 ;

LFRESV 4041 1.099899 -0.4500702 ;

LFRESV 4042 1.089056 -0.4838430 ;

LFRESV 4043 1.078183 -0.5705107 ;

LFRESV 4044 1.089252 -0.5730345 ;

LFRESV 4045 1.096787 -0.6076736 ;

LFRESV 4046 1.070343 -0.5804970 ;

LFRESV 4047 1.082358 -0.5042993 ;

LFRESV 4051 1.096451 -0.5428990 ;

LFRESV 4061 1.065973 -0.4812163 ;

LFRESV 4062 1.071559 -0.4089223 ;

LFRESV 4063 1.061278 -0.3455082 ;

LFRESV 4071 1.051120 2.0814840E-02 ;

LFRESV 4072 1.058315 -4.8635997E-02 ;

LFRESV 1 0.9966854 -0.9118158 ;

LFRESV 2 1.000231 -0.6740682 ;

LFRESV 3 0.9962056 -0.8378509 ;

LFRESV 4 0.9984139 -0.6856456 ;

LFRESV 5 1.008329 -0.7099538 ;

LFRESV 11 1.003584 8.5142024E-02 ;

LFRESV 12 0.9996207 0.1408365 ;

LFRESV 13 1.003338 0.2196752 ;

LFRESV 22 1.000494 -5.1212814E-02 ;

LFRESV 31 0.9938566 -0.2587893 ;

LFRESV 32 1.002947 -4.4936165E-02 ;

LFRESV 41 0.9953567 -0.5007179 ;

LFRESV 42 0.9907312 -0.5347626 ;

LFRESV 43 0.9918395 -0.6214106 ;

LFRESV 46 0.9929637 -0.6312329 ;

LFRESV 47 0.9973868 -0.5542489 ;

LFRESV 51 0.9974993 -0.5931314 ;

LFRESV 61 1.001756 -0.5304006 ;

LFRESV 62 1.005429 -0.4576711 ;

LFRESV 63 1.006899 -0.3937208 ;

LFRESV 71 1.005401 -2.7936637E-02 ;

LFRESV 72 0.9967352 -9.8426215E-02 ;
